startup_id,startup_name,founded_year,country,region,industry,funding_round,funding_amount_usd,funding_date,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags
4e4af55c-0bd3-41ec-aba4-db5a0c949dd5,Wood-Noble,2022,United Kingdom,Latin America,AI/ML,Series C,486870000,2023-05-19,Sequoia,Index Ventures,832,93216223.42798403,2954602499.2588706,False,,"AI, B2C, Marketplace, Mobile, IoT"
e0ce72b2-fd4c-4e9c-9d2e-9eb428782e1a,"Wu, Hall and Miles",2012,Cocos (Keeling) Islands,Asia,Healthcare,Series C,318409000,2017-09-27,Accel,"Index Ventures, Accel",881,145960250.02835003,1271833115.1285129,False,,"IoT, Marketplace, SaaS"
88de5846-61b5-4463-b6ec-044c401305e7,Banks Group,2012,Antigua and Barbuda,Europe,Fintech,Series C,2248297000,2020-06-14,SoftBank,"Andreessen Horowitz, Accel",992,343897653.08614326,5881183602.626766,False,,"HealthTech, Blockchain, Mobile, Marketplace"
ecad12a3-7dfc-4e70-b947-72585be78fce,Rivera LLC,2005,Australia,North America,E-commerce,Series A,250172000,2018-02-02,Andreessen Horowitz,Accel,612,45128065.215254426,823008414.9992703,False,,"Mobile, EdTech, Blockchain, B2B"
e1344821-424a-42be-8b4f-acb938aff16a,Reed Group,2017,North Macedonia,MENA,Healthcare,Series A,1210982000,2018-06-23,Y Combinator,"Accel, Tiger Global",949,498503688.5623495,4229427864.3994355,False,,"Marketplace, Mobile, B2B"
f82f848e-a845-4808-a38b-7bcfe806421a,Rollins-Griffith,2015,Armenia,MENA,E-commerce,Series C,635156000,2018-07-05,Accel,"Andreessen Horowitz, Tiger Global, Index Ventures",684,286869191.46020514,4010843688.0494165,False,,"SaaS, Blockchain, B2C, Cloud, IoT"
11d5ceb2-be25-4c8d-b0d0-9f6a8d68cc0e,Brown Inc,2017,Sierra Leone,Oceania,Blockchain,Series D,204381000,2017-06-09,Tiger Global,"Andreessen Horowitz, SoftBank, Tiger Global",855,31182577.404968064,1107103735.577783,True,Acquisition,"Mobile, EdTech, Marketplace"
55947ebc-f344-46ac-8d3d-a5496c45e499,Velasquez-Brown,2019,Kyrgyz Republic,Latin America,SaaS,Series C,308529000,2020-10-28,Tiger Global,"Index Ventures, Y Combinator",175,128998024.97188538,2741540768.971971,False,,"Blockchain, EdTech, Marketplace, B2B"
abcc881c-a53b-40b0-b4c6-fa41f432ee65,"Gamble, Smith and Weber",2012,Vietnam,Oceania,E-commerce,Series A,444909000,2024-02-03,Sequoia,Accel,49,105814910.39996405,1680360110.789777,False,,"EdTech, B2B, IoT, Mobile, Marketplace"
12355bca-fa60-4d68-aa83-3906d01bbfb4,Chandler-Vaughn,2023,French Polynesia,Europe,Blockchain,Series C,341791000,2016-01-18,SoftBank,"Sequoia, Index Ventures",673,35525556.694856055,1606732616.3937392,False,,"Mobile, Cloud"
91b199c4-46ec-4997-9986-cc326524dd8b,Garcia-Reynolds,2010,Sudan,Oceania,AI/ML,Series B,370491000,2018-01-31,Tiger Global,Index Ventures,126,105017815.30814466,2824679576.8002667,False,,"HealthTech, Blockchain, EdTech, Marketplace, Mobile"
3f503337-6539-4660-a113-e0dbc86eda15,"Green, Williams and Gilbert",2019,France,MENA,Logistics,Series C,690006000,2020-05-06,Tiger Global,"Index Ventures, Tiger Global",458,147408273.3386972,6744295742.159674,False,,"IoT, SaaS, Cloud, EdTech, Mobile"
952fcbdd-c954-47ad-aa81-5042b5eb394c,Christian Group,2021,Ghana,Latin America,Blockchain,Series A,53603000,2019-10-29,SoftBank,Y Combinator,294,9550887.259051928,123024008.31236017,False,,"Marketplace, Blockchain, B2B, B2C"
179372f4-75b9-4809-8304-9d311f6a6ef0,"Velazquez, Duarte and Harrison",2009,Guyana,Europe,SaaS,Series C,429697000,2020-10-02,Y Combinator,Accel,426,139352434.5281719,2587391345.9549766,False,,"Mobile, AI, Cloud, HealthTech, Blockchain"
891253d8-f88f-4de9-bbb4-d7a63b02fd6d,"Cox, Bailey and Patterson",2023,Hungary,Oceania,Fintech,Series D,358041000,2023-06-26,Index Ventures,"SoftBank, Index Ventures, Accel",967,41247287.20428613,2118035245.9403114,False,,"Mobile, Blockchain, EdTech, Cloud, IoT"
a8e4a28b-0e37-40d7-8f9c-505873250e0f,"Mason, Gomez and Haynes",2012,Micronesia,Asia,SaaS,Series B,616431000,2020-04-06,SoftBank,"Y Combinator, Index Ventures",819,304235022.7850333,2426544984.5848455,False,,"IoT, B2C, Blockchain"
a32540f7-f25a-4c0a-a06d-70224d0195e5,"Smith, Sanchez and Carpenter",2005,Denmark,Latin America,AI/ML,Series B,1555185000,2023-12-04,Accel,Y Combinator,440,244065904.73421904,12170459136.927479,True,Acquisition,"AI, SaaS, Mobile"
47e9a4dd-bc2d-433a-b2dc-c78e28b745f9,Meyer-Charles,2015,Sri Lanka,Europe,SaaS,Series A,1011684000,2021-08-26,Index Ventures,"Andreessen Horowitz, SoftBank",260,218020339.87887526,7140917535.345879,False,,"AI, Blockchain, HealthTech, Marketplace, B2B"
c2e59a20-a76c-44ed-ae8a-36268f1b21f0,"Murray, Andrews and Butler",2007,Kenya,Oceania,Fintech,Series C,843692000,2017-12-14,Sequoia,Index Ventures,22,76464140.50453474,7325288264.869404,False,,"B2C, IoT, B2B"
47766131-936c-46c8-a6a1-701b9c5e7a88,George PLC,2023,Tokelau,Europe,SaaS,Series C,4923357000,2025-05-17,Index Ventures,"Sequoia, Tiger Global",623,956859500.2525728,17193091710.45356,False,,"B2C, SaaS"
1adfc99d-991c-4464-b873-d7a7872b5b4e,Brown-Huff,2008,Bermuda,MENA,Fintech,Series D,493667000,2016-06-14,Tiger Global,"SoftBank, Index Ventures, Sequoia",79,175204374.61791733,1052844909.9466237,False,,"B2B, SaaS, HealthTech"
d50c069b-c9ae-4888-802e-3aca1ccb7737,Zuniga-Robles,2023,Central African Republic,North America,E-commerce,Series B,254276000,2023-08-24,Y Combinator,"Accel, Tiger Global",665,71309638.52144858,969291517.873847,False,,"IoT, B2B, Mobile, Marketplace, HealthTech"
adb6cb15-b456-408d-821d-88431470a8bd,Miller PLC,2019,Christmas Island,Oceania,Healthcare,Series B,137512000,2015-10-06,Y Combinator,"Y Combinator, Andreessen Horowitz, Tiger Global",829,49631103.60887583,700470007.523836,False,,"IoT, Mobile, SaaS, Marketplace, EdTech"
8f970875-1cb6-45e2-a096-4c4396a9bf5b,"Holloway, White and Mays",2012,Solomon Islands,North America,E-commerce,Series D,744860000,2024-07-13,Sequoia,"Tiger Global, Index Ventures",686,351222714.73469985,2309190803.652676,False,,"IoT, Marketplace"
892b3bfc-8519-4896-a89d-cec73673372c,"Gonzalez, Rogers and Harris",2010,Norfolk Island,Latin America,Healthcare,Series A,186917000,2023-11-01,Andreessen Horowitz,"Andreessen Horowitz, Tiger Global",720,87124280.67149836,1685751119.3273027,False,,"Blockchain, Cloud"
7e34fc0c-75d2-452b-851f-cd80f03b4df8,Hernandez Ltd,2007,Hungary,Europe,Blockchain,Series A,310436000,2018-03-29,Tiger Global,Y Combinator,489,51555265.21362192,2259934458.517331,False,,"IoT, AI, B2B, SaaS, Blockchain"
f8105641-9d43-48ab-80af-63787d91a998,King Ltd,2017,Somalia,Oceania,Healthcare,Series A,568187000,2019-03-08,Tiger Global,"SoftBank, Tiger Global",545,163832607.92396393,2235712620.8788395,False,,"Marketplace, IoT, SaaS, Blockchain"
a0882cb0-1a63-496e-9b7b-50f0133d4ee2,Rodriguez Group,2013,Brazil,Europe,Fintech,Series C,1863295000,2016-06-24,Andreessen Horowitz,Y Combinator,550,171229814.78250185,17100811085.725153,False,,"Cloud, HealthTech, IoT"
c19fb4b8-8ba8-41c3-8831-24d5be5e0b72,Bennett Group,2013,Singapore,Oceania,AI/ML,IPO,588817000,2019-02-07,Tiger Global,"Andreessen Horowitz, Accel, Sequoia",305,119272777.01416525,2822598272.757625,False,,"SaaS, AI, Blockchain"
a46a3202-ea22-45fd-81ca-e08ad88e26a5,Guzman-Nguyen,2009,Western Sahara,Asia,Fintech,IPO,1045499000,2021-05-19,Tiger Global,"Y Combinator, Sequoia",655,393818621.33642036,9594421037.361275,False,,"B2B, AI, SaaS, IoT, Cloud"
69210b76-3ddc-49f2-bedb-cc1b62e53f32,Carr Ltd,2019,El Salvador,Asia,Healthcare,IPO,582767000,2017-05-15,Andreessen Horowitz,"Accel, Index Ventures",412,197508035.3504781,1557805959.842157,False,,"B2C, HealthTech"
763bff27-2bea-4aa2-b464-00a48101034c,"Valentine, Deleon and Travis",2023,Dominica,Asia,Fintech,IPO,647642000,2021-08-04,Accel,"Index Ventures, SoftBank, Tiger Global",612,79486994.64414874,5950815454.128437,False,,"Blockchain, Mobile, IoT"
e0920abd-53c6-4331-a8f7-9d980f65a990,Martin-Collins,2019,Faroe Islands,Asia,Logistics,Series B,610711000,2020-04-16,SoftBank,"Tiger Global, Index Ventures",63,31926574.21953863,2007079967.113856,False,,"Cloud, HealthTech"
9a5f8ab5-b42e-4afa-b2c9-a740efeffcbe,"Rodriguez, Hubbard and Hensley",2013,Equatorial Guinea,Oceania,Fintech,Seed,201635000,2020-07-30,Sequoia,"Accel, Sequoia, Index Ventures",420,59871521.92851922,1519352305.4941297,False,,"SaaS, AI, Cloud, HealthTech, Marketplace"
547a7812-9eb0-45f3-8497-0c3c251455ed,"Dixon, Sullivan and Williams",2014,Haiti,Oceania,Logistics,Series B,119320000,2019-02-05,Y Combinator,Andreessen Horowitz,808,44205751.111034594,465108488.9609455,False,,"Mobile, B2B, Blockchain"
6839748f-7a9d-4ee1-b2fe-7462d925689c,Robbins LLC,2012,Bahamas,Oceania,Healthcare,Series D,910919000,2024-02-23,Index Ventures,Accel,63,178931695.44139388,7261783634.069643,False,,"EdTech, HealthTech, SaaS, IoT"
7c5b9c1f-7253-4759-867e-6892c2fb7430,"Williams, Washington and Stewart",2008,Holy See (Vatican City State),Latin America,Blockchain,Series A,1276604000,2022-04-01,SoftBank,"Tiger Global, Index Ventures",507,441610261.9429844,8357248290.019812,False,,"Mobile, Marketplace"
b17f4b7c-9e1b-4ced-98a7-d9030536c0f9,Johnson Ltd,2013,Wallis and Futuna,North America,Fintech,Series A,696664000,2022-05-27,Y Combinator,"Tiger Global, Accel, Andreessen Horowitz",592,64200127.3043856,3442722897.7807775,True,IPO,"Blockchain, IoT, SaaS, B2C, HealthTech"
1fd5e5aa-4f66-4025-b66b-40d1a1de4a14,"Ramos, Bishop and Sanders",2018,Burundi,Oceania,Logistics,Series B,166298000,2015-11-04,Accel,"Andreessen Horowitz, SoftBank",343,81129269.15539998,855566923.3330634,False,,"B2C, Marketplace"
5f74ba7f-c36c-4afc-a4f1-e780ed4add8f,"Price, Gray and Guerrero",2018,Congo,Oceania,SaaS,Series A,180342000,2021-10-11,SoftBank,"Accel, SoftBank, Index Ventures",324,81410156.93418793,1271250416.716787,False,,"Mobile, Blockchain"
76b1b37a-120b-41b7-8f12-5f3910eb6ebb,"Johnson, Decker and Johnson",2005,Djibouti,Oceania,Logistics,Series B,448786000,2016-11-20,SoftBank,Sequoia,532,138947174.04466635,2665852365.9055414,False,,"HealthTech, IoT, AI, Cloud, B2C"
382de8e8-ba50-41f3-85e6-b1d99d4497e5,Obrien PLC,2022,Gibraltar,Europe,E-commerce,Series B,2188851000,2017-10-09,Y Combinator,"Accel, Index Ventures",998,301753564.08813184,17028422279.53809,False,,"B2C, SaaS, Blockchain"
7260557f-36a6-434a-8f6e-77cce6773a30,"White, Sandoval and Smith",2005,Christmas Island,MENA,SaaS,Seed,136219000,2022-11-08,Index Ventures,SoftBank,971,64459697.55588633,1311983574.6457236,True,IPO,"SaaS, Blockchain, HealthTech, Mobile, IoT"
3f865e5a-c062-4735-b79b-620d54feb38d,"Paul, Mccoy and Ortiz",2020,Pakistan,Latin America,Healthcare,Series B,752172000,2019-02-20,Sequoia,"Sequoia, Tiger Global",522,347269520.15440285,3731728079.108305,False,,"B2B, SaaS, Mobile"
b078559d-b410-4df9-a166-b19526e9b481,Poole-Brown,2015,Luxembourg,MENA,E-commerce,Series C,744569000,2024-03-22,Andreessen Horowitz,"Andreessen Horowitz, Tiger Global, Y Combinator",677,360095153.2246156,6570133177.983014,False,,"IoT, Blockchain, HealthTech"
8d211571-7e72-442f-bd47-0746407257e1,"Wells, Wright and Nelson",2016,Cote d'Ivoire,Asia,AI/ML,Series C,408353000,2017-04-16,SoftBank,"Andreessen Horowitz, Sequoia",716,74525239.7904812,2074752502.1422558,False,,"Cloud, Mobile, AI, Marketplace, IoT"
3692c790-fd03-4fbc-9d4a-4fbdcd64f557,Randall-Adams,2020,United States Virgin Islands,Oceania,Logistics,Series A,270718000,2024-05-30,Y Combinator,"Sequoia, SoftBank, Accel",131,34184031.82881452,1747324993.361597,False,,"B2B, IoT, HealthTech, EdTech"
5fa4005f-2bf0-4291-b3fd-d69fdb4e451c,Cannon-Sparks,2005,North Macedonia,Oceania,Healthcare,Series A,1134881000,2017-07-26,Y Combinator,Accel,482,534834969.81446254,8589049933.44232,False,,"Marketplace, EdTech, Mobile, B2B"
db323e95-4ce3-467a-9076-d66ae3fd4c1f,Cruz-Garcia,2015,Micronesia,Oceania,Logistics,Series B,167336000,2023-01-01,Andreessen Horowitz,"Y Combinator, SoftBank, Tiger Global",38,54677582.17911953,1660045208.488376,False,,"HealthTech, SaaS, Cloud"
e3377ab0-66bd-46a1-a014-8c4234eb05e8,"Thompson, Carr and Long",2007,Bermuda,Latin America,Fintech,Series C,523922000,2016-07-22,Y Combinator,SoftBank,172,59222993.84383757,3220358465.0057096,False,,"AI, Marketplace"
8f033ec7-2683-4c9e-89f4-ad0312a7da1d,Wiggins-Castaneda,2006,South Africa,Asia,E-commerce,Series A,655770000,2016-04-26,Sequoia,Tiger Global,423,238475405.61261007,4996883902.049813,False,,"B2C, HealthTech, B2B"
a2d7a37c-ddf6-47f3-aedc-49412cb59c0b,"Estrada, Benton and Navarro",2017,Ecuador,MENA,Blockchain,Series A,819839000,2024-12-16,Tiger Global,Sequoia,474,173618139.66618377,3565262352.0796638,False,,"SaaS, AI, IoT, HealthTech, Marketplace"
267e6d2e-c8af-478a-85d6-986f94fdb242,Thompson Inc,2022,Greece,Europe,Fintech,Series B,779602000,2019-12-27,Andreessen Horowitz,"Andreessen Horowitz, Y Combinator, SoftBank",708,343167191.16935873,7254917290.033041,False,,"Cloud, Mobile, IoT, B2B"
be07d2aa-d73d-4e85-ad18-e776c1e47356,"Rodriguez, Nunez and Knapp",2012,Saint Lucia,Latin America,AI/ML,Series A,778531000,2017-06-24,Andreessen Horowitz,"Andreessen Horowitz, Accel, SoftBank",283,218069709.10742214,4680629859.352962,True,,"EdTech, IoT"
8176e73c-c699-49be-a968-e1447da3b060,Turner Ltd,2014,Qatar,Europe,AI/ML,Series C,829003000,2020-07-19,Sequoia,"Sequoia, Tiger Global, Andreessen Horowitz",696,303319841.2162705,6935722082.724289,False,,"HealthTech, B2B, AI"
88131be3-a156-4abe-b3af-16af9b0bad32,Day-Mcintosh,2014,Norfolk Island,Latin America,Fintech,Series B,1542820000,2017-10-24,Y Combinator,Accel,933,695044118.65834,7257365503.149491,False,,"B2C, Cloud, HealthTech, Marketplace, SaaS"
63aacb23-1891-4491-acc5-8b1836068d74,Cooper-Cochran,2021,Tanzania,Asia,Logistics,Seed,189074000,2025-03-12,Index Ventures,"Index Ventures, Andreessen Horowitz",766,58655682.72041977,432513995.8067617,False,,"IoT, B2B"
836c0785-1889-4932-b0f8-b503e1c062bf,Cooper-Ramirez,2009,Kazakhstan,Europe,Logistics,Series C,340953000,2025-03-31,Y Combinator,"Index Ventures, Tiger Global",376,88483818.48434252,2162036529.099619,True,Acquisition,"SaaS, Blockchain"
53fb8b97-19f2-4998-8d3e-92d3cb5c891e,"Roberts, Lucero and Parrish",2008,Guyana,Latin America,E-commerce,Series C,941177000,2016-02-10,Y Combinator,"Tiger Global, SoftBank",844,59976610.18159813,2163564049.939355,False,,"B2B, Cloud, IoT, AI"
f444f591-642c-4ca4-9686-48d9e5901fa8,Lopez-Stewart,2022,Israel,Asia,AI/ML,Series A,75058000,2016-01-31,Accel,"Index Ventures, SoftBank, Andreessen Horowitz",666,31537138.796896685,366397513.30437255,False,,"AI, HealthTech, SaaS"
e13147ee-fcb9-4db7-9371-e5a1fa65c089,Sutton Inc,2020,Serbia,North America,Fintech,Series A,474828000,2017-01-06,Tiger Global,SoftBank,466,188267924.47381824,1769478934.7541685,False,,"EdTech, B2C, Mobile, B2B, Blockchain"
6ae57f67-a6a5-406f-8b51-90fec48e7f4f,"Blair, Davis and Munoz",2020,Palestinian Territory,MENA,SaaS,Series D,135196000,2021-03-05,Andreessen Horowitz,Y Combinator,381,44655335.3459715,362701087.0183797,False,,"Cloud, Marketplace, B2B, EdTech, SaaS"
501ab344-d738-4368-9cb7-dcd41cabd8db,Jordan-Schwartz,2016,Kuwait,North America,SaaS,Series A,465156000,2018-05-07,Accel,"Accel, Y Combinator",219,136423651.78245184,3302346746.0903983,False,,"AI, Marketplace"
b07ef49b-d73a-4e6f-8a4d-981787cc5bde,Bridges-Palmer,2012,Honduras,Europe,Logistics,Series B,216044000,2017-12-20,Accel,"Sequoia, Tiger Global, Index Ventures",834,81392654.2462504,2118703893.2432303,False,,"B2C, EdTech, AI, SaaS"
55ba4bda-027e-4a8b-817e-e4992149c15b,"Mason, Benitez and Parks",2009,Togo,Europe,AI/ML,Series A,47684000,2020-11-22,Sequoia,Y Combinator,889,19447146.33010789,198682920.55344597,True,IPO,"Cloud, EdTech, Marketplace, AI"
6c86856c-9ddd-4e01-b106-04733bab9859,"Carpenter, Kramer and Pace",2010,Pitcairn Islands,Asia,Fintech,Seed,543128000,2019-10-22,SoftBank,"Accel, Y Combinator, Index Ventures",489,134444351.4032548,1427150859.8852978,False,,"Blockchain, EdTech, B2B, IoT"
c4d14e09-4118-4126-982e-d27ba5479cc9,Flores PLC,2021,Palau,Europe,AI/ML,Pre-Seed,771033000,2016-02-16,Index Ventures,"Tiger Global, Andreessen Horowitz, SoftBank",660,180443947.0157555,2610991115.8974752,False,,"IoT, Mobile"
0e9c0866-32fa-412c-a439-4bd82cb93299,Herman-Logan,2018,Guinea-Bissau,Oceania,Fintech,Series B,1146622000,2017-11-15,SoftBank,Accel,331,138049469.63372272,4588716099.034277,False,,"B2C, SaaS"
3c0b3d03-eb0f-4def-92de-c5fbd975fd74,Riley-Price,2023,Papua New Guinea,MENA,Blockchain,Series A,3084807000,2023-04-07,Tiger Global,"Andreessen Horowitz, SoftBank, Tiger Global",621,1070702020.0862224,13077950358.688984,False,,"HealthTech, Blockchain"
cfa6d942-01a8-4aa6-bade-7fa01bca58ab,Humphrey-Blair,2011,British Virgin Islands,Latin America,SaaS,Series D,690713000,2019-09-03,SoftBank,"Index Ventures, SoftBank",410,331327688.17122257,5458825944.173475,False,,"Marketplace, Mobile"
a3ebde5a-c5c1-4885-9cb0-13241b55b83f,Dunn-Gomez,2015,Tanzania,Oceania,E-commerce,Series A,4567022000,2018-10-30,Sequoia,"SoftBank, Accel, Y Combinator",853,1090696322.3390906,18185187033.06844,True,Acquisition,"Marketplace, B2C"
84353f10-1bce-43dd-ba05-cc3174aaf267,Black and Sons,2022,Zimbabwe,North America,AI/ML,IPO,1377405000,2018-11-27,Tiger Global,"Y Combinator, Accel",422,289513596.3469385,11105698174.273394,False,,"AI, SaaS, EdTech, Marketplace, HealthTech"
cb159a14-a604-47ac-b276-0a23700e3369,Goodwin LLC,2023,Armenia,MENA,Healthcare,Seed,720861000,2023-02-12,SoftBank,Index Ventures,112,189859089.27437326,2005920647.0483327,False,,"B2B, SaaS, Cloud, Mobile"
c1be1e9c-ed4f-428f-a989-c65c699af725,Wallace-Weaver,2022,Lao People's Democratic Republic,MENA,AI/ML,Series C,1037264000,2024-12-16,Tiger Global,Tiger Global,953,281334152.0892337,6003449782.775461,False,,"AI, B2C, SaaS, Blockchain"
